cleaning log files...
loading spack
loading fdapde_devel environment
Eigen library found at /home/u10656115/.spack/packages/linux-cascadelake/eigen-3.4.0-hklx4lp26fdlaepysl2vcl6zyvtf5cag
compiling...
launching executable...
n_obs_per_clust: 20
n_clust:         3
N:               10
seed:            42
create directory per output
11 1
caricati dati 
creati spazi, dist and init
distanza ck:0 i:39 vale=2.29657 , best dist:1.79769e+308
distanza ck:1 i:39 vale=2.24837 , best dist:2.29657
distanza ck:2 i:39 vale=2.28305 , best dist:2.24837
distanza ck:0 i:40 vale=2.34398 , best dist:1.79769e+308
distanza ck:1 i:40 vale=2.2569 , best dist:2.34398
distanza ck:2 i:40 vale=1.8815 , best dist:2.2569
distanza ck:0 i:41 vale=2.36013 , best dist:1.79769e+308
distanza ck:1 i:41 vale=2.29593 , best dist:2.36013
distanza ck:2 i:41 vale=2.2654 , best dist:2.29593
distanza ck:0 i:42 vale=2.38437 , best dist:1.79769e+308
distanza ck:1 i:42 vale=2.3048 , best dist:2.38437
distanza ck:2 i:42 vale=2.27393 , best dist:2.3048
distanza ck:0 i:43 vale=2.3423 , best dist:1.79769e+308
distanza ck:1 i:43 vale=2.27545 , best dist:2.3423
distanza ck:2 i:43 vale=2.24839 , best dist:2.27545
distanza ck:0 i:44 vale=2.34482 , best dist:1.79769e+308
distanza ck:1 i:44 vale=2.27175 , best dist:2.34482
distanza ck:2 i:44 vale=2.24117 , best dist:2.27175
distanza ck:0 i:45 vale=2.35126 , best dist:1.79769e+308
distanza ck:1 i:45 vale=2.273 , best dist:2.35126
distanza ck:2 i:45 vale=2.24418 , best dist:2.273
distanza ck:0 i:46 vale=2.3641 , best dist:1.79769e+308
distanza ck:1 i:46 vale=2.2875 , best dist:2.3641
distanza ck:2 i:46 vale=2.25165 , best dist:2.2875
distanza ck:0 i:47 vale=2.31752 , best dist:1.79769e+308
distanza ck:1 i:47 vale=2.26881 , best dist:2.31752
distanza ck:2 i:47 vale=2.22863 , best dist:2.26881
distanza ck:0 i:48 vale=2.32689 , best dist:1.79769e+308
distanza ck:1 i:48 vale=2.27963 , best dist:2.32689
distanza ck:2 i:48 vale=2.23534 , best dist:2.27963
distanza ck:0 i:49 vale=2.36019 , best dist:1.79769e+308
distanza ck:1 i:49 vale=2.27679 , best dist:2.36019
distanza ck:2 i:49 vale=2.23164 , best dist:2.27679
distanza ck:0 i:50 vale=2.32814 , best dist:1.79769e+308
distanza ck:1 i:50 vale=2.27341 , best dist:2.32814
distanza ck:2 i:50 vale=2.22256 , best dist:2.27341
distanza ck:0 i:51 vale=2.32274 , best dist:1.79769e+308
distanza ck:1 i:51 vale=2.28023 , best dist:2.32274
distanza ck:2 i:51 vale=2.23274 , best dist:2.28023
distanza ck:0 i:52 vale=2.35179 , best dist:1.79769e+308
distanza ck:1 i:52 vale=2.25973 , best dist:2.35179
distanza ck:2 i:52 vale=2.2426 , best dist:2.25973
distanza ck:0 i:53 vale=2.33488 , best dist:1.79769e+308
distanza ck:1 i:53 vale=2.2712 , best dist:2.33488
distanza ck:2 i:53 vale=2.24406 , best dist:2.2712
distanza ck:0 i:54 vale=2.33738 , best dist:1.79769e+308
distanza ck:1 i:54 vale=2.26224 , best dist:2.33738
distanza ck:2 i:54 vale=2.22591 , best dist:2.26224
distanza ck:0 i:55 vale=2.32485 , best dist:1.79769e+308
distanza ck:1 i:55 vale=2.24798 , best dist:2.32485
distanza ck:2 i:55 vale=2.22248 , best dist:2.24798
distanza ck:0 i:56 vale=2.36128 , best dist:1.79769e+308
distanza ck:1 i:56 vale=2.28475 , best dist:2.36128
distanza ck:2 i:56 vale=2.25928 , best dist:2.28475
distanza ck:0 i:57 vale=2.33504 , best dist:1.79769e+308
distanza ck:1 i:57 vale=2.27701 , best dist:2.33504
distanza ck:2 i:57 vale=2.22903 , best dist:2.27701
distanza ck:0 i:58 vale=2.35668 , best dist:1.79769e+308
distanza ck:1 i:58 vale=2.28201 , best dist:2.35668
distanza ck:2 i:58 vale=2.24192 , best dist:2.28201
distanza ck:0 i:59 vale=2.33822 , best dist:1.79769e+308
distanza ck:1 i:59 vale=2.25663 , best dist:2.33822
distanza ck:2 i:59 vale=2.22316 , best dist:2.25663
fine step assegnazione it0
ricalcolo centroidi come medi in it0
ricalcolati centroidi, fare smoot iter0
finito smoot centroidi e quindi fine iter0
membri ad iter0: 
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 
step assegnazione it1
distanza ck:0 i:0 vale=2.17331 , best dist:1.79769e+308
distanza ck:1 i:0 vale=2.21558 , best dist:2.17331
distanza ck:2 i:0 vale=2.28847 , best dist:2.17331
distanza ck:0 i:1 vale=2.16998 , best dist:1.79769e+308
distanza ck:1 i:1 vale=2.20524 , best dist:2.16998
distanza ck:2 i:1 vale=2.2778 , best dist:2.16998
distanza ck:0 i:2 vale=2.16378 , best dist:1.79769e+308
distanza ck:1 i:2 vale=2.20189 , best dist:2.16378
distanza ck:2 i:2 vale=2.27175 , best dist:2.16378
distanza ck:0 i:3 vale=2.15776 , best dist:1.79769e+308
distanza ck:1 i:3 vale=2.20302 , best dist:2.15776
distanza ck:2 i:3 vale=2.28181 , best dist:2.15776
distanza ck:0 i:4 vale=2.18721 , best dist:1.79769e+308
distanza ck:1 i:4 vale=2.22996 , best dist:2.18721
distanza ck:2 i:4 vale=2.30063 , best dist:2.18721
distanza ck:0 i:5 vale=2.14075 , best dist:1.79769e+308
distanza ck:1 i:5 vale=2.18014 , best dist:2.14075
distanza ck:2 i:5 vale=2.2515 , best dist:2.14075
distanza ck:0 i:6 vale=2.13261 , best dist:1.79769e+308
distanza ck:1 i:6 vale=2.17329 , best dist:2.13261
distanza ck:2 i:6 vale=2.25 , best dist:2.13261
distanza ck:0 i:7 vale=2.15482 , best dist:1.79769e+308
distanza ck:1 i:7 vale=2.2021 , best dist:2.15482
distanza ck:2 i:7 vale=2.27505 , best dist:2.15482
distanza ck:0 i:8 vale=2.15435 , best dist:1.79769e+308
distanza ck:1 i:8 vale=2.19765 , best dist:2.15435
distanza ck:2 i:8 vale=2.27704 , best dist:2.15435
distanza ck:0 i:9 vale=2.14969 , best dist:1.79769e+308
distanza ck:1 i:9 vale=2.19286 , best dist:2.14969
distanza ck:2 i:9 vale=2.26442 , best dist:2.14969
distanza ck:0 i:10 vale=2.15879 , best dist:1.79769e+308
distanza ck:1 i:10 vale=2.1915 , best dist:2.15879
distanza ck:2 i:10 vale=2.25114 , best dist:2.15879
distanza ck:0 i:11 vale=2.17084 , best dist:1.79769e+308
distanza ck:1 i:11 vale=2.21664 , best dist:2.17084
distanza ck:2 i:11 vale=2.29022 , best dist:2.17084
distanza ck:0 i:12 vale=2.16821 , best dist:1.79769e+308
distanza ck:1 i:12 vale=2.20034 , best dist:2.16821
distanza ck:2 i:12 vale=2.2695 , best dist:2.16821
distanza ck:0 i:13 vale=2.17886 , best dist:1.79769e+308
distanza ck:1 i:13 vale=2.21223 , best dist:2.17886
distanza ck:2 i:13 vale=2.27935 , best dist:2.17886
distanza ck:0 i:14 vale=2.15189 , best dist:1.79769e+308
distanza ck:1 i:14 vale=2.1897 , best dist:2.15189
distanza ck:2 i:14 vale=2.26567 , best dist:2.15189
distanza ck:0 i:15 vale=2.19149 , best dist:1.79769e+308
distanza ck:1 i:15 vale=2.19232 , best dist:2.19149
distanza ck:2 i:15 vale=2.27584 , best dist:2.19149
distanza ck:0 i:16 vale=2.16004 , best dist:1.79769e+308
distanza ck:1 i:16 vale=2.19958 , best dist:2.16004
distanza ck:2 i:16 vale=2.26491 , best dist:2.16004
distanza ck:0 i:17 vale=2.14625 , best dist:1.79769e+308
distanza ck:1 i:17 vale=2.19057 , best dist:2.14625
distanza ck:2 i:17 vale=2.265 , best dist:2.14625
distanza ck:0 i:18 vale=2.14458 , best dist:1.79769e+308
distanza ck:1 i:18 vale=2.19192 , best dist:2.14458
distanza ck:2 i:18 vale=2.27087 , best dist:2.14458
distanza ck:0 i:19 vale=2.15836 , best dist:1.79769e+308
distanza ck:1 i:19 vale=2.1952 , best dist:2.15836
distanza ck:2 i:19 vale=2.26617 , best dist:2.15836
distanza ck:0 i:20 vale=2.21063 , best dist:1.79769e+308
distanza ck:1 i:20 vale=2.16451 , best dist:2.21063
distanza ck:2 i:20 vale=2.21823 , best dist:2.16451
distanza ck:0 i:21 vale=2.20249 , best dist:1.79769e+308
distanza ck:1 i:21 vale=2.15822 , best dist:2.20249
distanza ck:2 i:21 vale=2.2078 , best dist:2.15822
distanza ck:0 i:22 vale=2.22524 , best dist:1.79769e+308
distanza ck:1 i:22 vale=2.17583 , best dist:2.22524
distanza ck:2 i:22 vale=2.21753 , best dist:2.17583
distanza ck:0 i:23 vale=2.18999 , best dist:1.79769e+308
distanza ck:1 i:23 vale=2.15103 , best dist:2.18999
distanza ck:2 i:23 vale=2.19505 , best dist:2.15103
distanza ck:0 i:24 vale=2.20007 , best dist:1.79769e+308
distanza ck:1 i:24 vale=2.15218 , best dist:2.20007
distanza ck:2 i:24 vale=2.187 , best dist:2.15218
distanza ck:0 i:25 vale=2.18704 , best dist:1.79769e+308
distanza ck:1 i:25 vale=2.15256 , best dist:2.18704
distanza ck:2 i:25 vale=2.19817 , best dist:2.15256
distanza ck:0 i:26 vale=2.22725 , best dist:1.79769e+308
distanza ck:1 i:26 vale=2.18474 , best dist:2.22725
distanza ck:2 i:26 vale=2.23015 , best dist:2.18474
distanza ck:0 i:27 vale=2.24424 , best dist:1.79769e+308
distanza ck:1 i:27 vale=2.19553 , best dist:2.24424
distanza ck:2 i:27 vale=2.22921 , best dist:2.19553
distanza ck:0 i:28 vale=2.19331 , best dist:1.79769e+308
distanza ck:1 i:28 vale=2.15789 , best dist:2.19331
distanza ck:2 i:28 vale=2.20813 , best dist:2.15789
distanza ck:0 i:29 vale=2.20396 , best dist:1.79769e+308
distanza ck:1 i:29 vale=2.15741 , best dist:2.20396
distanza ck:2 i:29 vale=2.19928 , best dist:2.15741
distanza ck:0 i:30 vale=2.15798 , best dist:1.79769e+308
distanza ck:1 i:30 vale=2.11176 , best dist:2.15798
distanza ck:2 i:30 vale=2.15115 , best dist:2.11176
distanza ck:0 i:31 vale=2.18507 , best dist:1.79769e+308
distanza ck:1 i:31 vale=2.14296 , best dist:2.18507
distanza ck:2 i:31 vale=2.18405 , best dist:2.14296
distanza ck:0 i:32 vale=2.19035 , best dist:1.79769e+308
distanza ck:1 i:32 vale=2.13924 , best dist:2.19035
distanza ck:2 i:32 vale=2.17433 , best dist:2.13924
distanza ck:0 i:33 vale=2.18443 , best dist:1.79769e+308
distanza ck:1 i:33 vale=2.14027 , best dist:2.18443
distanza ck:2 i:33 vale=2.18411 , best dist:2.14027
distanza ck:0 i:34 vale=2.19596 , best dist:1.79769e+308
distanza ck:1 i:34 vale=2.14889 , best dist:2.19596
distanza ck:2 i:34 vale=2.18536 , best dist:2.14889
distanza ck:0 i:35 vale=2.21113 , best dist:1.79769e+308
distanza ck:1 i:35 vale=2.16779 , best dist:2.21113
distanza ck:2 i:35 vale=2.21045 , best dist:2.16779
distanza ck:0 i:36 vale=2.214 , best dist:1.79769e+308
distanza ck:1 i:36 vale=2.1715 , best dist:2.214
distanza ck:2 i:36 vale=2.21279 , best dist:2.1715
distanza ck:0 i:37 vale=2.20939 , best dist:1.79769e+308
distanza ck:1 i:37 vale=2.16193 , best dist:2.20939
distanza ck:2 i:37 vale=2.19695 , best dist:2.16193
distanza ck:0 i:38 vale=2.20979 , best dist:1.79769e+308
distanza ck:1 i:38 vale=2.16328 , best dist:2.20979
distanza ck:2 i:38 vale=2.19861 , best dist:2.16328
distanza ck:0 i:39 vale=2.22837 , best dist:1.79769e+308
distanza ck:1 i:39 vale=2.1774 , best dist:2.22837
distanza ck:2 i:39 vale=2.21531 , best dist:2.1774
distanza ck:0 i:40 vale=2.26133 , best dist:1.79769e+308
distanza ck:1 i:40 vale=2.18785 , best dist:2.26133
distanza ck:2 i:40 vale=2.14247 , best dist:2.18785
distanza ck:0 i:41 vale=2.29641 , best dist:1.79769e+308
distanza ck:1 i:41 vale=2.22372 , best dist:2.29641
distanza ck:2 i:41 vale=2.17494 , best dist:2.22372
distanza ck:0 i:42 vale=2.30224 , best dist:1.79769e+308
distanza ck:1 i:42 vale=2.23128 , best dist:2.30224
distanza ck:2 i:42 vale=2.18564 , best dist:2.23128
distanza ck:0 i:43 vale=2.26581 , best dist:1.79769e+308
distanza ck:1 i:43 vale=2.19773 , best dist:2.26581
distanza ck:2 i:43 vale=2.15567 , best dist:2.19773
distanza ck:0 i:44 vale=2.27724 , best dist:1.79769e+308
distanza ck:1 i:44 vale=2.20932 , best dist:2.27724
distanza ck:2 i:44 vale=2.16884 , best dist:2.20932
distanza ck:0 i:45 vale=2.27531 , best dist:1.79769e+308
distanza ck:1 i:45 vale=2.19785 , best dist:2.27531
distanza ck:2 i:45 vale=2.14683 , best dist:2.19785
distanza ck:0 i:46 vale=2.28845 , best dist:1.79769e+308
distanza ck:1 i:46 vale=2.2138 , best dist:2.28845
distanza ck:2 i:46 vale=2.1668 , best dist:2.2138
distanza ck:0 i:47 vale=2.25442 , best dist:1.79769e+308
distanza ck:1 i:47 vale=2.18994 , best dist:2.25442
distanza ck:2 i:47 vale=2.14489 , best dist:2.18994
distanza ck:0 i:48 vale=2.26462 , best dist:1.79769e+308
distanza ck:1 i:48 vale=2.19675 , best dist:2.26462
distanza ck:2 i:48 vale=2.1569 , best dist:2.19675
distanza ck:0 i:49 vale=2.28905 , best dist:1.79769e+308
distanza ck:1 i:49 vale=2.2123 , best dist:2.28905
distanza ck:2 i:49 vale=2.15853 , best dist:2.2123
distanza ck:0 i:50 vale=2.26355 , best dist:1.79769e+308
distanza ck:1 i:50 vale=2.18734 , best dist:2.26355
distanza ck:2 i:50 vale=2.13193 , best dist:2.18734
distanza ck:0 i:51 vale=2.26308 , best dist:1.79769e+308
distanza ck:1 i:51 vale=2.19256 , best dist:2.26308
distanza ck:2 i:51 vale=2.14589 , best dist:2.19256
distanza ck:0 i:52 vale=2.27103 , best dist:1.79769e+308
distanza ck:1 i:52 vale=2.20279 , best dist:2.27103
distanza ck:2 i:52 vale=2.16109 , best dist:2.20279
distanza ck:0 i:53 vale=2.27042 , best dist:1.79769e+308
distanza ck:1 i:53 vale=2.19744 , best dist:2.27042
distanza ck:2 i:53 vale=2.14887 , best dist:2.19744
distanza ck:0 i:54 vale=2.27013 , best dist:1.79769e+308
distanza ck:1 i:54 vale=2.1933 , best dist:2.27013
distanza ck:2 i:54 vale=2.1405 , best dist:2.1933
distanza ck:0 i:55 vale=2.24327 , best dist:1.79769e+308
distanza ck:1 i:55 vale=2.17574 , best dist:2.24327
distanza ck:2 i:55 vale=2.13059 , best dist:2.17574
distanza ck:0 i:56 vale=2.28304 , best dist:1.79769e+308
distanza ck:1 i:56 vale=2.21545 , best dist:2.28304
distanza ck:2 i:56 vale=2.17456 , best dist:2.21545
distanza ck:0 i:57 vale=2.26711 , best dist:1.79769e+308
distanza ck:1 i:57 vale=2.19147 , best dist:2.26711
distanza ck:2 i:57 vale=2.14268 , best dist:2.19147
distanza ck:0 i:58 vale=2.27158 , best dist:1.79769e+308
distanza ck:1 i:58 vale=2.20284 , best dist:2.27158
distanza ck:2 i:58 vale=2.15255 , best dist:2.20284
distanza ck:0 i:59 vale=2.26205 , best dist:1.79769e+308
distanza ck:1 i:59 vale=2.18642 , best dist:2.26205
distanza ck:2 i:59 vale=2.13998 , best dist:2.18642
fine step assegnazione it1
ricalcolo centroidi come medi in it1
ricalcolati centroidi, fare smoot iter1
finito smoot centroidi e quindi fine iter1
membri ad iter1: 
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 
step assegnazione it2
distanza ck:0 i:0 vale=2.17405 , best dist:1.79769e+308
distanza ck:1 i:0 vale=2.21766 , best dist:2.17405
distanza ck:2 i:0 vale=2.28847 , best dist:2.17405
distanza ck:0 i:1 vale=2.17028 , best dist:1.79769e+308
distanza ck:1 i:1 vale=2.20739 , best dist:2.17028
distanza ck:2 i:1 vale=2.2778 , best dist:2.17028
distanza ck:0 i:2 vale=2.16417 , best dist:1.79769e+308
distanza ck:1 i:2 vale=2.2041 , best dist:2.16417
distanza ck:2 i:2 vale=2.27175 , best dist:2.16417
distanza ck:0 i:3 vale=2.15933 , best dist:1.79769e+308
distanza ck:1 i:3 vale=2.20443 , best dist:2.15933
distanza ck:2 i:3 vale=2.28181 , best dist:2.15933
distanza ck:0 i:4 vale=2.1875 , best dist:1.79769e+308
distanza ck:1 i:4 vale=2.23249 , best dist:2.1875
distanza ck:2 i:4 vale=2.30063 , best dist:2.1875
distanza ck:0 i:5 vale=2.1412 , best dist:1.79769e+308
distanza ck:1 i:5 vale=2.18236 , best dist:2.1412
distanza ck:2 i:5 vale=2.2515 , best dist:2.1412
distanza ck:0 i:6 vale=2.13284 , best dist:1.79769e+308
distanza ck:1 i:6 vale=2.17579 , best dist:2.13284
distanza ck:2 i:6 vale=2.25 , best dist:2.13284
distanza ck:0 i:7 vale=2.15573 , best dist:1.79769e+308
distanza ck:1 i:7 vale=2.20426 , best dist:2.15573
distanza ck:2 i:7 vale=2.27505 , best dist:2.15573
distanza ck:0 i:8 vale=2.15509 , best dist:1.79769e+308
distanza ck:1 i:8 vale=2.19977 , best dist:2.15509
distanza ck:2 i:8 vale=2.27704 , best dist:2.15509
distanza ck:0 i:9 vale=2.15007 , best dist:1.79769e+308
distanza ck:1 i:9 vale=2.19533 , best dist:2.15007
distanza ck:2 i:9 vale=2.26442 , best dist:2.15007
distanza ck:0 i:10 vale=2.15887 , best dist:1.79769e+308
distanza ck:1 i:10 vale=2.19375 , best dist:2.15887
distanza ck:2 i:10 vale=2.25114 , best dist:2.15887
distanza ck:0 i:11 vale=2.17172 , best dist:1.79769e+308
distanza ck:1 i:11 vale=2.21875 , best dist:2.17172
distanza ck:2 i:11 vale=2.29022 , best dist:2.17172
distanza ck:0 i:12 vale=2.16871 , best dist:1.79769e+308
distanza ck:1 i:12 vale=2.20215 , best dist:2.16871
distanza ck:2 i:12 vale=2.2695 , best dist:2.16871
distanza ck:0 i:13 vale=2.18004 , best dist:1.79769e+308
distanza ck:1 i:13 vale=2.21343 , best dist:2.18004
distanza ck:2 i:13 vale=2.27935 , best dist:2.18004
distanza ck:0 i:14 vale=2.152 , best dist:1.79769e+308
distanza ck:1 i:14 vale=2.19218 , best dist:2.152
distanza ck:2 i:14 vale=2.26567 , best dist:2.152
distanza ck:0 i:15 vale=2.17434 , best dist:1.79769e+308
distanza ck:1 i:15 vale=2.21007 , best dist:2.17434
distanza ck:2 i:15 vale=2.27584 , best dist:2.17434
distanza ck:0 i:16 vale=2.16081 , best dist:1.79769e+308
distanza ck:1 i:16 vale=2.20149 , best dist:2.16081
distanza ck:2 i:16 vale=2.26491 , best dist:2.16081
distanza ck:0 i:17 vale=2.14636 , best dist:1.79769e+308
distanza ck:1 i:17 vale=2.19337 , best dist:2.14636
distanza ck:2 i:17 vale=2.265 , best dist:2.14636
distanza ck:0 i:18 vale=2.14567 , best dist:1.79769e+308
distanza ck:1 i:18 vale=2.1939 , best dist:2.14567
distanza ck:2 i:18 vale=2.27087 , best dist:2.14567
distanza ck:0 i:19 vale=2.15941 , best dist:1.79769e+308
distanza ck:1 i:19 vale=2.1967 , best dist:2.15941
distanza ck:2 i:19 vale=2.26617 , best dist:2.15941
distanza ck:0 i:20 vale=2.20912 , best dist:1.79769e+308
distanza ck:1 i:20 vale=2.16445 , best dist:2.20912
distanza ck:2 i:20 vale=2.21823 , best dist:2.16445
distanza ck:0 i:21 vale=2.20234 , best dist:1.79769e+308
distanza ck:1 i:21 vale=2.15686 , best dist:2.20234
distanza ck:2 i:21 vale=2.2078 , best dist:2.15686
distanza ck:0 i:22 vale=2.22415 , best dist:1.79769e+308
distanza ck:1 i:22 vale=2.17516 , best dist:2.22415
distanza ck:2 i:22 vale=2.21753 , best dist:2.17516
distanza ck:0 i:23 vale=2.18934 , best dist:1.79769e+308
distanza ck:1 i:23 vale=2.15045 , best dist:2.18934
distanza ck:2 i:23 vale=2.19505 , best dist:2.15045
distanza ck:0 i:24 vale=2.1996 , best dist:1.79769e+308
distanza ck:1 i:24 vale=2.15096 , best dist:2.1996
distanza ck:2 i:24 vale=2.187 , best dist:2.15096
distanza ck:0 i:25 vale=2.18681 , best dist:1.79769e+308
distanza ck:1 i:25 vale=2.15178 , best dist:2.18681
distanza ck:2 i:25 vale=2.19817 , best dist:2.15178
distanza ck:0 i:26 vale=2.22677 , best dist:1.79769e+308
distanza ck:1 i:26 vale=2.18378 , best dist:2.22677
distanza ck:2 i:26 vale=2.23015 , best dist:2.18378
distanza ck:0 i:27 vale=2.24392 , best dist:1.79769e+308
distanza ck:1 i:27 vale=2.19411 , best dist:2.24392
distanza ck:2 i:27 vale=2.22921 , best dist:2.19411
distanza ck:0 i:28 vale=2.19296 , best dist:1.79769e+308
distanza ck:1 i:28 vale=2.15718 , best dist:2.19296
distanza ck:2 i:28 vale=2.20813 , best dist:2.15718
distanza ck:0 i:29 vale=2.20255 , best dist:1.79769e+308
distanza ck:1 i:29 vale=2.15723 , best dist:2.20255
distanza ck:2 i:29 vale=2.19928 , best dist:2.15723
distanza ck:0 i:30 vale=2.15757 , best dist:1.79769e+308
distanza ck:1 i:30 vale=2.11058 , best dist:2.15757
distanza ck:2 i:30 vale=2.15115 , best dist:2.11058
distanza ck:0 i:31 vale=2.18393 , best dist:1.79769e+308
distanza ck:1 i:31 vale=2.14273 , best dist:2.18393
distanza ck:2 i:31 vale=2.18405 , best dist:2.14273
distanza ck:0 i:32 vale=2.18966 , best dist:1.79769e+308
distanza ck:1 i:32 vale=2.13808 , best dist:2.18966
distanza ck:2 i:32 vale=2.17433 , best dist:2.13808
distanza ck:0 i:33 vale=2.18385 , best dist:1.79769e+308
distanza ck:1 i:33 vale=2.13936 , best dist:2.18385
distanza ck:2 i:33 vale=2.18411 , best dist:2.13936
distanza ck:0 i:34 vale=2.19581 , best dist:1.79769e+308
distanza ck:1 i:34 vale=2.14739 , best dist:2.19581
distanza ck:2 i:34 vale=2.18536 , best dist:2.14739
distanza ck:0 i:35 vale=2.21083 , best dist:1.79769e+308
distanza ck:1 i:35 vale=2.16663 , best dist:2.21083
distanza ck:2 i:35 vale=2.21045 , best dist:2.16663
distanza ck:0 i:36 vale=2.21352 , best dist:1.79769e+308
distanza ck:1 i:36 vale=2.17055 , best dist:2.21352
distanza ck:2 i:36 vale=2.21279 , best dist:2.17055
distanza ck:0 i:37 vale=2.20928 , best dist:1.79769e+308
distanza ck:1 i:37 vale=2.16037 , best dist:2.20928
distanza ck:2 i:37 vale=2.19695 , best dist:2.16037
distanza ck:0 i:38 vale=2.20923 , best dist:1.79769e+308
distanza ck:1 i:38 vale=2.16222 , best dist:2.20923
distanza ck:2 i:38 vale=2.19861 , best dist:2.16222
distanza ck:0 i:39 vale=2.228 , best dist:1.79769e+308
distanza ck:1 i:39 vale=2.17591 , best dist:2.228
distanza ck:2 i:39 vale=2.21531 , best dist:2.17591
distanza ck:0 i:40 vale=2.26025 , best dist:1.79769e+308
distanza ck:1 i:40 vale=2.18594 , best dist:2.26025
distanza ck:2 i:40 vale=2.14247 , best dist:2.18594
distanza ck:0 i:41 vale=2.29618 , best dist:1.79769e+308
distanza ck:1 i:41 vale=2.22096 , best dist:2.29618
distanza ck:2 i:41 vale=2.17494 , best dist:2.22096
distanza ck:0 i:42 vale=2.30167 , best dist:1.79769e+308
distanza ck:1 i:42 vale=2.22897 , best dist:2.30167
distanza ck:2 i:42 vale=2.18564 , best dist:2.22897
distanza ck:0 i:43 vale=2.26547 , best dist:1.79769e+308
distanza ck:1 i:43 vale=2.19534 , best dist:2.26547
distanza ck:2 i:43 vale=2.15567 , best dist:2.19534
distanza ck:0 i:44 vale=2.27623 , best dist:1.79769e+308
distanza ck:1 i:44 vale=2.20762 , best dist:2.27623
distanza ck:2 i:44 vale=2.16884 , best dist:2.20762
distanza ck:0 i:45 vale=2.27445 , best dist:1.79769e+308
distanza ck:1 i:45 vale=2.19552 , best dist:2.27445
distanza ck:2 i:45 vale=2.14683 , best dist:2.19552
distanza ck:0 i:46 vale=2.28751 , best dist:1.79769e+308
distanza ck:1 i:46 vale=2.21168 , best dist:2.28751
distanza ck:2 i:46 vale=2.1668 , best dist:2.21168
distanza ck:0 i:47 vale=2.25355 , best dist:1.79769e+308
distanza ck:1 i:47 vale=2.18827 , best dist:2.25355
distanza ck:2 i:47 vale=2.14489 , best dist:2.18827
distanza ck:0 i:48 vale=2.26383 , best dist:1.79769e+308
distanza ck:1 i:48 vale=2.19483 , best dist:2.26383
distanza ck:2 i:48 vale=2.1569 , best dist:2.19483
distanza ck:0 i:49 vale=2.28819 , best dist:1.79769e+308
distanza ck:1 i:49 vale=2.20998 , best dist:2.28819
distanza ck:2 i:49 vale=2.15853 , best dist:2.20998
distanza ck:0 i:50 vale=2.26261 , best dist:1.79769e+308
distanza ck:1 i:50 vale=2.18514 , best dist:2.26261
distanza ck:2 i:50 vale=2.13193 , best dist:2.18514
distanza ck:0 i:51 vale=2.26248 , best dist:1.79769e+308
distanza ck:1 i:51 vale=2.1903 , best dist:2.26248
distanza ck:2 i:51 vale=2.14589 , best dist:2.1903
distanza ck:0 i:52 vale=2.27038 , best dist:1.79769e+308
distanza ck:1 i:52 vale=2.2007 , best dist:2.27038
distanza ck:2 i:52 vale=2.16109 , best dist:2.2007
distanza ck:0 i:53 vale=2.26909 , best dist:1.79769e+308
distanza ck:1 i:53 vale=2.19581 , best dist:2.26909
distanza ck:2 i:53 vale=2.14887 , best dist:2.19581
distanza ck:0 i:54 vale=2.26957 , best dist:1.79769e+308
distanza ck:1 i:54 vale=2.19068 , best dist:2.26957
distanza ck:2 i:54 vale=2.1405 , best dist:2.19068
distanza ck:0 i:55 vale=2.24193 , best dist:1.79769e+308
distanza ck:1 i:55 vale=2.17441 , best dist:2.24193
distanza ck:2 i:55 vale=2.13059 , best dist:2.17441
distanza ck:0 i:56 vale=2.28251 , best dist:1.79769e+308
distanza ck:1 i:56 vale=2.21327 , best dist:2.28251
distanza ck:2 i:56 vale=2.17456 , best dist:2.21327
distanza ck:0 i:57 vale=2.26618 , best dist:1.79769e+308
distanza ck:1 i:57 vale=2.1893 , best dist:2.26618
distanza ck:2 i:57 vale=2.14268 , best dist:2.1893
distanza ck:0 i:58 vale=2.27152 , best dist:1.79769e+308
distanza ck:1 i:58 vale=2.20012 , best dist:2.27152
distanza ck:2 i:58 vale=2.15255 , best dist:2.20012
distanza ck:0 i:59 vale=2.26127 , best dist:1.79769e+308
distanza ck:1 i:59 vale=2.18409 , best dist:2.26127
distanza ck:2 i:59 vale=2.13998 , best dist:2.18409
fine step assegnazione it2
2d_st_regk/vicini_1: kmeans execution completed in 2 iterations (max=25), time (reg-kmeans jb, distnza ST no Kron):307.264s
